Date,Close,High,Low,Open,Volume
2020-08-10,91.32909393310547,91.49903566961498,90.81032944977241,91.0339341246015,805500
2020-08-11,90.78349304199219,92.51866740791192,90.6135513147275,91.64213412776108,871000
2020-08-12,92.37557220458984,92.61706910099824,90.72089879594907,91.06972158065109,619900
2020-08-13,93.57408905029297,93.83347129825519,91.91046968327548,92.33978684799872,987200
2020-08-14,93.26997375488281,93.62774257208044,92.72437784402779,93.404137914316,607900
2020-08-17,93.44886016845703,93.88712338039252,93.0642598899378,93.59196359885794,558300
2020-08-18,93.21631622314453,93.66352556459208,92.67966637818209,93.66352556459208,669800
2020-08-19,93.01058959960938,94.36116361511667,92.93009519994625,93.55618549912316,790600
2020-08-20,92.07145690917969,92.57232916352666,91.49902952596238,92.54549769616845,607900
2020-08-21,91.61531066894531,92.24140104959018,91.4811464948433,92.1161829734612,768500
2020-08-24,92.69755554199219,92.930106319744,91.99991003261002,91.99991003261002,688800
2020-08-25,92.69755554199219,93.43992471689813,92.2592922801268,93.43992471689813,510900
2020-08-26,93.61878967285156,93.6992908922114,92.49182719279088,92.85853525646621,724400
2020-08-27,91.74052429199219,94.20912177447399,91.6153062219413,94.14651273944854,845800
2020-08-28,92.80488586425781,92.90327246678767,91.82102666283225,92.59022046389822,545400
2020-08-31,92.67071533203125,93.52935640289412,92.23245211150046,92.67966142906691,770100
2020-09-01,93.01954650878906,93.05532407631108,91.90152311325073,92.5007820155297,695700
2020-09-02,94.63843536376953,94.80837709125163,92.66177096214685,93.44886374301316,772700
2020-09-03,90.61355590820312,94.79943567844185,90.22895559596785,94.77260420938153,858400
2020-09-04,90.98921203613281,92.04462631340976,89.7370245645355,91.50796966567324,906300
2020-09-08,88.86943817138672,90.43467081877586,88.69055716980566,90.27367518780378,883200
2020-09-09,90.46150207519531,91.27542632539428,89.82646565003212,89.9964073778479,681400
2020-09-10,88.90519714355469,91.54372889637438,88.47587327612358,91.32012427922452,815500
2020-09-11,89.48658752441406,90.29155884008233,89.06620967243865,89.79068658608915,657700
2020-09-14,89.72057342529297,90.12553500990097,89.19863346592358,89.99954879221865,642700
2020-09-15,89.9725570678711,91.16043208171912,89.83756986648817,90.2695206720324,600300
2020-09-16,88.54169464111328,90.44949662292666,88.37971138920712,90.17952224783852,773900
2020-09-17,88.37068176269531,88.95562147525952,87.2638022882986,88.11870942269383,742000
2020-09-18,86.68787384033203,89.30659453134034,86.49889456289696,88.56867250556584,1403100
2020-09-21,84.82508850097656,85.88697719235441,83.8981869984338,85.88697719235441,879000
2020-09-22,85.61700439453125,85.84198075816323,84.25814523578858,84.61810879074652,960000
2020-09-23,84.10516357421875,86.66989276531984,83.88018720893385,86.49891539640231,826500
2020-09-24,83.40322875976562,85.85997340525033,82.96227705724945,83.85318143825687,640400
2020-09-25,84.18614196777344,84.4741113836933,82.64729789205683,83.16924460395296,536100
2020-09-28,85.83296966552734,86.21992923999932,84.55510571847402,85.41001991896151,550600
2020-09-29,85.50000762939453,86.19293171503331,85.36502045626851,86.01295339468716,487600
2020-09-30,85.36503601074219,86.24693955315706,84.92408423953475,85.79698680457238,750800
