Date,Close,High,Low,Open,Volume
2020-08-10,9.7804536819458,9.81265267671667,9.74825468717493,9.7804536819458,17000
2020-08-11,10.094396591186523,10.174894478977281,10.062197589607171,10.086346648870498,22800
2020-08-12,10.182943344116211,10.199043228258937,9.836804279579633,9.836804279579633,22500
2020-08-13,9.877052307128906,10.142694229393946,9.724106492682576,10.142694229393946,80100
2020-08-14,9.74825668334961,9.788505626976221,9.563112617425842,9.563112617425842,23900
2020-08-17,10.23929214477539,10.23929214477539,9.965600256526018,9.965600256526018,61100
2020-08-18,10.529082298278809,10.746426109972132,10.368087308701162,10.746426109972132,69400
2020-08-19,10.456635475158691,10.472735359674164,10.440536358327966,10.464685417416428,50800
2020-08-20,10.360037803649902,10.360037803649902,10.239291748302197,10.263440805834797,32400
2020-08-21,10.134645462036133,10.287590526514514,10.062197517083572,10.287590526514514,23400
2020-08-24,10.054145812988281,10.24733978721762,10.013896876436016,10.24733978721762,34600
2020-08-25,10.303689956665039,10.440535898277611,10.09439607329467,10.440535898277611,67300
2020-08-26,10.416385650634766,10.50493347261183,10.215141717319154,10.384186652011655,51300
2020-08-27,10.456635475158691,10.5129843032781,10.223192523477561,10.223192523477561,243500
2020-08-28,10.883272171020508,11.00401822270254,10.617629475487627,11.00401822270254,96300
2020-08-31,10.76252555847168,10.94767037798459,10.657878620083459,10.94767037798459,26200
2020-09-01,10.617629051208496,10.746425806923215,10.60152993654706,10.746425806923215,23000
2020-09-02,10.802773475646973,10.851071585598575,10.770574479784365,10.770574479784365,46200
2020-09-03,10.76252555847168,11.028167491424592,10.665928561732866,10.851072613561087,46000
2020-09-04,10.826924324035645,10.851073383011586,10.633730316858612,10.649829433614327,55900
2020-09-08,10.416385650634766,10.529082529657993,10.174893544803778,10.529082529657993,169000
2020-09-09,10.665928840637207,10.665928840637207,10.303689901473263,10.545182783477461,31500
2020-09-10,10.698127746582031,10.802774686789043,10.6820286306881,10.802774686789043,40000
2020-09-11,10.682028770446777,10.794724886232867,10.682028770446777,10.786674944338229,23700
2020-09-14,10.810826301574707,10.995970385272187,10.682030283753013,10.995970385272187,28100
2020-09-15,11.156963348388672,11.213312171549381,11.068416294399956,11.213312171549381,143100
2020-09-16,11.454805374145508,11.631900266776755,11.269661306878332,11.269661306878332,54100
2020-09-17,11.527253150939941,11.551402977548513,11.470905090889428,11.470905090889428,19600
2020-09-18,11.213311195373535,11.26965924594418,11.181112199663936,11.26965924594418,28700
2020-09-21,10.83497428894043,11.02816829652194,10.698128341649007,11.02816829652194,41800
2020-09-22,10.657878875732422,10.859122815686666,10.609580760046839,10.859122815686666,37700
2020-09-23,10.875221252441406,11.012067174817943,10.875221252441406,11.012067174817943,49000
2020-09-24,10.83497428894043,10.843024231177512,10.762526344176177,10.83497428894043,43700
2020-09-25,10.360037803649902,10.392236802921605,10.223191864823997,10.223191864823997,41500
2020-09-28,10.31174087524414,10.327839992890304,10.279541872267027,10.287591047247716,18200
2020-09-29,10.424436569213867,10.424436569213867,10.33588950662265,10.392237567572993,13300
2020-09-30,10.625679016113281,10.72227600735158,10.601529960224868,10.617629074922261,65600
2020-10-01,10.818873405456543,10.867172286734396,10.625679415714474,10.754475408875853,27400
2020-10-02,10.706177711486816,10.802774710113072,10.633729770595949,10.633729770595949,27400
2020-10-05,10.46468448638916,10.553231540292122,10.303689493981647,10.553231540292122,22600
2020-10-06,10.609580993652344,10.633730052026857,10.464685108035813,10.464685108035813,12700
2020-10-07,10.585432052612305,10.859123962688512,10.585432052612305,10.851074019995732,53000
2020-10-08,10.899371147155762,10.899371147155762,10.778625097015487,10.78667427072275,35800
2020-10-09,10.698127746582031,10.730326746054596,10.617629864058268,10.706177688371348,29500
2020-10-12,10.802773475646973,10.883271349145799,10.649827669536128,10.883271349145799,18600
2020-10-13,10.802773475646973,10.818872589735967,10.76252453889756,10.802773475646973,19800
2020-10-14,11.197212219238281,11.269660157365177,11.05231634298449,11.05231634298449,31200
2020-10-15,10.955718994140625,10.987917991414156,10.786674066533424,10.947669820585729,30500
2020-10-16,10.625679016113281,10.682027836765773,10.545181907257021,10.682027836765773,24400
2020-10-19,10.416385650634766,10.464684532411772,10.327838596342382,10.327838596342382,51200
2020-10-20,10.545184135437012,10.569333196428083,10.384188348337059,10.384188348337059,28600
2020-10-21,10.585432052612305,10.633730941084195,10.585432052612305,10.625680998391417,18000
2020-10-22,10.569334030151367,10.593483093047348,10.464687067355626,10.464687067355626,10200
2020-10-23,10.392236709594727,10.464684649226614,10.34393859496326,10.464684649226614,21000
2020-10-26,10.335887908935547,10.545181771091663,10.2070919222809,10.545181771091663,41000
2020-10-27,10.424436569213867,10.488834572495618,10.368088508263524,10.392237567572993,28600
2020-10-28,10.086346626281738,10.182943630803464,9.852903673433048,9.852903673433048,31400
2020-10-29,10.303689956665039,10.343938898495452,10.190993073076829,10.190993073076829,41300
2020-10-30,10.094396591186523,10.190993595924581,10.070247531923197,10.10244653350255,23300
2020-11-02,10.303689956665039,10.3278390146894,10.110495957100719,10.110495957100719,24000
2020-11-03,10.384186744689941,10.585430679801643,10.255390749048003,10.585430679801643,101500
2020-11-04,11.301859855651855,11.350158739956036,10.85107308365682,11.100615911806427,85000
2020-11-05,11.269660949707031,11.350158834993115,10.907422001289108,11.350158834993115,33600
2020-11-06,11.269660949707031,11.334058950862007,11.205262948552054,11.309909892350072,26200
2020-11-09,11.374307632446289,11.543352573519428,11.269660691050086,11.350158574488614,51700
2020-11-10,10.899371147155762,11.100615075845997,10.762525214231628,11.100615075845997,30300
2020-11-11,10.802773475646973,10.9074204041216,10.730325543034953,10.9074204041216,12600
2020-11-12,10.730326652526855,10.843023533540896,10.553231773128992,10.553231773128992,29600
2020-11-13,10.657878875732422,10.770575758473294,10.58543093451934,10.770575758473294,23900
2020-11-16,10.843024253845215,11.116716149000222,10.6659293626829,11.116716149000222,30500
2020-11-17,11.2777099609375,11.350157898178352,11.21331196509778,11.261610078135238,36900
2020-11-18,11.301859855651855,11.334058855959736,11.277710797342127,11.309909797650006,19100
2020-11-19,11.309908866882324,11.350157805876002,11.221361047559302,11.350157805876002,40400
2020-11-20,11.438706398010254,11.446756340430039,11.334059449607338,11.350159334446907,23500
2020-11-23,11.945839881896973,11.986088821684135,11.744595950645836,11.744595950645836,51600
2020-11-24,11.92141056060791,12.116843329655385,11.807407723706486,12.116843329655385,35200
2020-11-25,11.782979965209961,12.010984884558946,11.677120344224145,11.92955416792959,30400
2020-11-27,12.157559394836426,12.165701844920543,12.09241513467847,12.165701844920543,15300
2020-11-30,11.72597885131836,12.002842372450697,11.489830690925643,12.002842372450697,97200
2020-12-01,11.782979965209961,11.978412753223378,11.725978152937065,11.734121379916173,21400
2020-12-02,11.734121322631836,11.905125205453974,11.693405964515925,11.905125205453974,21800
2020-12-03,11.929553985595703,12.133129997476727,11.880696177629536,12.133129997476727,14500
2020-12-04,12.010984420776367,12.084271907596749,12.010984420776367,12.01912764744104,16400
2020-12-07,12.067985534667969,12.214560509285262,11.848123849322873,11.848123849322873,32600
2020-12-08,12.157559394836426,12.190131524915405,12.067985454683608,12.067985454683608,23200
2020-12-09,11.994698524475098,12.173845636513226,11.953983942422642,12.173845636513226,15400
2020-12-10,12.295990943908691,12.450708365148394,12.002841001335407,12.002841001335407,37900
2020-12-11,12.304133415222168,12.3611352244775,12.263418835643709,12.3611352244775,16100
2020-12-14,13.403444290161133,13.484875008057632,13.24058440752989,13.370872934899587,75400
2020-12-15,14.13631820678711,14.193319239369048,14.006029688553632,14.006029688553632,56900
2020-12-16,14.372467041015625,14.649330559011364,14.299179547830764,14.649330559011364,44700
2020-12-17,14.185174942016602,14.510896213012082,14.136317139657663,14.510896213012082,29100
2020-12-18,14.657471656799316,14.657471656799316,14.453895661565992,14.453895661565992,71400
2020-12-21,14.64118480682373,14.950621180945772,14.535325975568218,14.950621180945772,57600
2020-12-22,14.624900817871094,14.96690860029953,14.453897703237777,14.96690860029953,25900
2020-12-23,14.608616828918457,14.738905368157438,14.608616828918457,14.738905368157438,18300
2020-12-24,14.193320274353027,14.608615538941391,14.193320274353027,14.608615538941391,19800
2020-12-28,15.129769325256348,15.186770360771828,14.885478729286657,14.885478729286657,56900
2020-12-29,15.105340957641602,15.12977064062716,15.0646263724942,15.1053409576416,23300
2020-12-30,14.95062255859375,15.080911079757652,14.893621524729753,15.080911079757652,13200
2020-12-31,15.219343185424805,15.227486412334194,15.097197888107393,15.097197888107393,25900
2021-01-04,15.773067474365234,16.05807260131676,15.659063870423168,15.659063870423168,73800
2021-01-05,15.944072723388672,16.286080475500654,15.716067037593463,15.716067037593463,88800
2021-01-06,15.58578109741211,16.00921963261091,15.553209738714775,16.00921963261091,27800
2021-01-07,15.96036148071289,15.984789610929202,15.585780768056615,15.585780768056615,25200
2021-01-08,16.587373733520508,16.68508934710861,16.4245123066581,16.4245123066581,75300
2021-01-11,15.618350982666016,15.80564053007703,15.333344271775294,15.45548956125371,49900
2021-01-12,17.320247650146484,17.426106494073633,17.15738621762286,17.246960160827026,200600
2021-01-13,18.62313461303711,18.671992421955004,18.329984653206264,18.65570596792846,175600
2021-01-14,18.4765567779541,18.64755985932263,18.427697423424664,18.48470000370901,88500
2021-01-15,18.346269607543945,18.647561216597683,18.321839928501095,18.362554507077565,61800
2021-01-19,19.51886749267578,19.535153946412326,19.372294068532018,19.372294068532018,238300
2021-01-20,19.01399803161621,19.29900473207055,18.981425127261854,19.29900473207055,84900
2021-01-21,19.339719772338867,19.372292677473006,19.242002610098048,19.372292677473006,53300
2021-01-22,19.502582550048828,19.543297131140687,19.33972111935797,19.33972111935797,48300
2021-01-25,20.31688690185547,20.585607179311964,20.031880170453313,20.031880170453313,57000
2021-01-26,20.99275779724121,21.163760892685676,20.6018906946394,20.6018906946394,213200
2021-01-27,20.31688690185547,20.80546809493147,20.31688690185547,20.80546809493147,95200
2021-01-28,19.991161346435547,20.11330818143544,19.11985636865059,19.11985636865059,200100
2021-01-29,18.899995803833008,19.36415040590932,18.769707283195977,19.36415040590932,235900
2021-02-01,20.27617073059082,20.349458220053,19.95044941807099,19.95044941807099,90500
2021-02-02,20.42274284362793,21.13932963061421,20.276167885272177,21.13932963061421,42900
2021-02-03,21.399911880493164,21.668632166009278,21.17190617790061,21.17190617790061,133900
2021-02-04,20.675180435180664,21.057904353116406,20.5530351317985,21.057904353116406,69000
2021-02-05,20.72403907775879,21.066046847222292,20.35760162720441,20.35760162720441,37600
2021-02-08,20.65889549255371,20.77289756839502,20.520463734819923,20.77289756839502,125300
2021-02-09,21.513912200927734,21.80706214419111,21.131189871904063,21.131189871904063,77500
2021-02-10,21.074188232421875,21.513913167063887,20.80546795675011,21.513913167063887,58700
2021-02-11,21.049760818481445,21.359195686076053,20.64260877771067,21.00090300847425,46200
2021-02-12,21.08233070373535,21.717488402177636,20.341314165466855,20.341314165466855,73300
