Date,Close,High,Low,Open,Volume,feature_sum,feature_mean
2020-08-10,9.7804536819458,9.81265267671667,9.74825468717493,9.7804536819458,17000,17039.121814727783,5679.707271575928
2020-08-11,10.094396591186523,10.17489447897728,10.062197589607171,10.086346648870498,22800,22840.417835308643,7613.472611769547
2020-08-12,10.182943344116213,10.199043228258937,9.836804279579631,9.836804279579631,22500,22540.055595131533,7513.351865043845
2020-08-13,9.877052307128906,10.142694229393946,9.724106492682576,10.142694229393946,80100,80139.8865472586,26713.295515752867
2020-08-14,9.74825668334961,9.78850562697622,9.563112617425842,9.563112617425842,23900,23938.662987545176,7979.554329181726
2020-08-17,10.23929214477539,10.23929214477539,9.965600256526018,9.965600256526018,61100,61140.4097848026,20380.1365949342
2020-08-18,10.529082298278809,10.746426109972132,10.368087308701162,10.746426109972132,69400,69442.39002182693,23147.463340608974
2020-08-19,10.456635475158691,10.472735359674164,10.440536358327966,10.464685417416428,50800,50841.834592610576,16947.27819753686
2020-08-20,10.360037803649902,10.360037803649902,10.239291748302197,10.263440805834795,32400,32441.222808161438,10813.740936053813
2020-08-21,10.134645462036133,10.287590526514514,10.062197517083572,10.287590526514514,23400,23440.77202403215,7813.5906746773835
2020-08-24,10.05414581298828,10.24733978721762,10.013896876436016,10.24733978721762,34600,34640.56272226386,11546.85424075462
2020-08-25,10.30368995666504,10.440535898277613,10.09439607329467,10.440535898277613,67300,67341.27915782652,22447.093052608838
2020-08-26,10.416385650634766,10.50493347261183,10.215141717319154,10.384186652011657,51300,51341.52064749258,17113.84021583086
2020-08-27,10.456635475158691,10.5129843032781,10.22319252347756,10.22319252347756,243500,243541.41600482538,81180.47200160846
2020-08-28,10.883272171020508,11.00401822270254,10.617629475487629,11.00401822270254,96300,96343.50893809191,32114.50297936397
2020-08-31,10.76252555847168,10.94767037798459,10.65787862008346,10.94767037798459,26200,26243.315744934524,8747.771914978175
2020-09-01,10.617629051208496,10.746425806923217,10.60152993654706,10.746425806923217,23000,23042.7120106016,7680.904003533867
2020-09-02,10.802773475646973,10.851071585598577,10.770574479784363,10.770574479784363,46200,46243.194994020814,15414.398331340271
2020-09-03,10.76252555847168,11.028167491424592,10.665928561732866,10.851072613561088,46000,46043.307694225194,15347.769231408398
2020-09-04,10.826924324035645,10.851073383011586,10.633730316858612,10.649829433614329,55900,55942.96155745752,18647.65385248584
2020-09-08,10.416385650634766,10.529082529657993,10.174893544803778,10.529082529657993,169000,169041.64944425476,56347.216481418254
2020-09-09,10.665928840637209,10.665928840637209,10.303689901473264,10.54518278347746,31500,31542.180730366224,10514.060243455408
2020-09-10,10.698127746582031,10.802774686789045,10.6820286306881,10.802774686789045,40000,40042.98570575085,13347.66190191695
2020-09-11,10.682028770446776,10.794724886232869,10.682028770446776,10.786674944338229,23700,23742.945457371465,7914.315152457155
2020-09-14,10.810826301574709,10.995970385272187,10.682030283753011,10.995970385272187,28100,28143.48479735587,9381.161599118625
2020-09-15,11.156963348388672,11.21331217154938,11.068416294399956,11.21331217154938,143100,143144.6520039859,47714.88400132863
2020-09-16,11.454805374145508,11.631900266776755,11.269661306878332,11.269661306878332,54100,54145.62602825468,18048.542009418226
2020-09-17,11.52725315093994,11.551402977548513,11.470905090889428,11.470905090889428,19600,19646.020466310267,6548.673488770089
2020-09-18,11.213311195373535,11.26965924594418,11.181112199663936,11.26965924594418,28700,28744.933741886925,9581.644580628976
2020-09-21,10.83497428894043,11.02816829652194,10.698128341649008,11.02816829652194,41800,41843.58943922364,13947.863146407879
2020-09-22,10.657878875732422,10.859122815686666,10.60958076004684,10.859122815686666,37700,37742.98570526715,12580.99523508905
2020-09-23,10.875221252441406,11.012067174817943,10.875221252441406,11.012067174817943,49000,49043.77457685452,16347.924858951506
2020-09-24,10.83497428894043,10.843024231177512,10.762526344176177,10.83497428894043,43700,43743.275499153235,14581.091833051078
2020-09-25,10.360037803649902,10.392236802921603,10.223191864823995,10.223191864823995,41500,41541.198658336216,13847.066219445405
2020-09-28,10.31174087524414,10.327839992890304,10.279541872267028,10.287591047247716,18200,18241.206713787647,6080.4022379292155
2020-09-29,10.424436569213867,10.424436569213867,10.33588950662265,10.392237567572993,13300,13341.577000212623,4447.192333404208
2020-09-30,10.62567901611328,10.72227600735158,10.601529960224868,10.61762907492226,65600,65642.5671140586,21880.8557046862
2020-10-01,10.818873405456545,10.867172286734396,10.625679415714474,10.754475408875852,27400,27443.06620051678,9147.688733505593
2020-10-02,10.706177711486816,10.802774710113072,10.633729770595949,10.633729770595949,27400,27442.77641196279,9147.59213732093
2020-10-05,10.46468448638916,10.553231540292122,10.303689493981649,10.553231540292122,22600,22641.874837060954,7547.2916123536515
2020-10-06,10.609580993652344,10.633730052026856,10.464685108035813,10.464685108035813,12700,12742.17268126175,4247.390893753917
2020-10-07,10.585432052612305,10.859123962688512,10.585432052612305,10.851074019995732,53000,53042.88106208791,17680.960354029303
2020-10-08,10.899371147155762,10.899371147155762,10.778625097015489,10.78667427072275,35800,35843.36404166205,11947.78801388735
2020-10-09,10.698127746582031,10.730326746054596,10.617629864058268,10.706177688371348,29500,29542.752262045065,9847.584087348356
2020-10-12,10.802773475646973,10.8832713491458,10.649827669536128,10.8832713491458,18600,18643.219143843475,6214.406381281158
2020-10-13,10.802773475646973,10.818872589735967,10.76252453889756,10.802773475646973,19800,19843.186944079927,6614.395648026642
2020-10-14,11.19721221923828,11.269660157365175,11.05231634298449,11.05231634298449,31200,31244.571505062573,10414.85716835419
2020-10-15,10.955718994140623,10.987917991414156,10.786674066533424,10.947669820585729,30500,30543.677980872675,10181.225993624224
2020-10-16,10.62567901611328,10.682027836765773,10.54518190725702,10.682027836765773,24400,24442.534916596902,8147.511638865634
2020-10-19,10.416385650634766,10.464684532411772,10.327838596342382,10.327838596342382,51200,51241.53674737573,17080.512249125244
2020-10-20,10.545184135437012,10.569333196428085,10.38418834833706,10.38418834833706,28600,28641.88289402854,9547.294298009512
2020-10-21,10.585432052612305,10.633730941084195,10.585432052612305,10.625680998391417,18000,18042.4302760447,6014.143425348233
