Date,Close,High,Low,Open,Volume,feature_sum,feature_mean
2020-08-10,113.34545135498048,113.40621019546744,112.815920906725,112.85063835187792,174000,174452.41822080905,58150.80607360302
2020-08-11,116.10594177246094,117.33861634981096,115.94100410966811,117.19104403201663,287700,288166.57660626393,96055.52553542131
2020-08-12,118.44108581542967,118.84908533110372,118.19802396514017,118.81435464056096,251600,252074.30254975223,84024.76751658408
2020-08-13,117.7466049194336,118.3542594791532,117.43409496788124,118.27613530273408,158100,158571.8110946692,52857.27036488973
2020-08-14,116.513916015625,116.74830176170798,115.97570965027636,116.03646847577976,110700,111165.27439590338,37055.09146530113
2020-08-17,117.65111541748048,117.67715680962412,116.81776437713172,117.14762642624328,158800,159269.2936630305,53089.7645543435
2020-08-18,118.1285629272461,118.56260379048,117.94625993650244,118.25009383911654,121200,121672.88752049334,40557.62917349778
2020-08-19,117.37332916259766,118.49314869571272,117.31255708729772,118.25876293450251,111900,112371.4377978801,37457.1459326267
2020-08-20,116.40106964111328,116.5399658893397,115.9757180939984,116.0885597055415,118000,118465.00531333,39488.33510444333
2020-08-21,116.17537689208984,116.24482501842678,115.5503570009331,115.64584651891194,122600,123063.61640543037,41021.205468476786
2020-08-24,116.9827117919922,117.58169042088122,116.64416038164777,116.88722225338844,154300,154768.09578484792,51589.365261615974
2020-08-25,117.00872039794922,117.3646370553531,116.44447262079665,117.1910233736042,126800,127268.0088534477,42422.669617815896
2020-08-26,117.09554290771484,117.25180450547288,116.31427465655229,116.67017809557584,138300,138767.33180016532,46255.77726672177
2020-08-27,115.94100189208984,116.52261510258204,115.60245052341897,116.4705323144599,165000,165464.53659983256,55154.84553327752
2020-08-28,116.25350952148438,116.57469553900954,115.94968884827529,116.34899904640764,100300,100765.12689295517,33588.37563098506
2020-08-31,114.96005249023438,115.55903097901714,114.39580468693563,115.55903097901714,183300,183760.4739191352,61253.4913063784
2020-09-01,114.84722900390624,114.98612527601404,113.7968441591727,114.41318808797756,143900,144358.04338652708,48119.34779550903
2020-09-02,115.03819274902344,115.12499297312502,114.21351776774154,114.31768333501375,123000,123458.6943868249,41152.89812894163
2020-09-03,112.80722045898438,114.5433839543004,112.49471049999244,114.25691538806812,173300,173754.10223030136,57918.03407676712
2020-09-04,115.60244750976562,116.1059365249491,113.65793958000978,115.45487519864098,203000,203460.82119881336,67820.27373293779
2020-09-08,113.9183578491211,114.67359793576044,113.37147538499498,113.71870276684888,227300,227755.68213393673,75918.56071131224
2020-09-09,113.83157348632812,114.1267181266129,113.12842933028838,113.12842933028838,179900,180354.21515027352,60118.07171675784
2020-09-10,113.0068817138672,114.02254907037803,112.89404008771476,113.24995680267142,133700,134153.17342767463,44717.72447589154
2020-09-11,114.0138702392578,114.2395800040323,113.31940209035156,113.83158046327031,155800,156255.4044327969,52085.1348109323
2020-09-14,116.12329864501952,116.62678764622372,115.82814078508864,116.23614026458382,193000,193464.8143673409,64488.271455780305
2020-09-15,116.34899139404295,117.00005268136884,116.2448258267511,116.73962551726332,100900,101366.33349541943,33788.777831806474
2020-09-16,116.34899139404295,116.98268733819492,116.33162605086906,116.80039759543412,125800,126266.46370237855,42088.82123412618
2020-09-17,117.1910171508789,117.55560983695452,115.940977515263,116.1493218698237,132400,132866.83692637293,44288.94564212431
2020-09-18,116.53997039794922,117.46013489776608,116.53997039794922,116.73962548382674,128000,128467.2797011775,42822.42656705916
2020-09-21,113.9096908569336,114.84722075752735,113.03293303822744,114.84722075752735,306300,306756.6370654102,102252.21235513674
2020-09-22,114.8038101196289,114.84721685580588,113.86628025088596,114.07462463700978,144600,145057.59193186334,48352.530643954444
2020-09-23,115.70662689208984,117.32994899994658,115.6198266524157,116.774377131695,199100,199565.43077967616,66521.81025989205
2020-09-24,114.45657348632812,115.1857589101084,113.64057459719896,114.04857404176354,199500,199957.3314810354,66652.4438270118
2020-09-25,115.4288330078125,115.55903997382394,114.58679263860114,115.10764699439991,189300,189760.68231261463,63253.56077087155
2020-09-28,118.06780242919922,118.32822962185908,117.22576201226278,117.22576201226278,219000,219470.84755607558,73156.94918535852
2020-09-29,118.29248046875,119.61418416113828,118.2396144722649,119.01501827422022,136500,136975.16129737638,45658.38709912546
2020-09-30,116.69763946533205,117.42016390396064,116.41566952679727,116.8826704730621,155900,156367.41614336916,52122.47204778972
2020-10-01,116.68881225585938,117.04127465714186,116.32755678151038,116.86505017903356,130800,131266.92269387355,43755.64089795785
2020-10-02,116.07202911376952,116.42449154315202,115.32307166083224,115.41117718437766,98800,99263.23076950213,33087.74358983404
2020-10-05,116.39805603027344,116.46853506956242,115.6490851484284,115.85174263778411,236200,236664.36741888605,78888.12247296202
2020-10-06,115.65788269042967,116.86504790436024,115.56977717562334,116.24824207538794,256600,257064.3409498458,85688.1136499486
2020-10-07,116.68881225585938,116.90909621476123,116.31873681831216,116.90909621476123,115900,116366.8257415037,38788.94191383456
2020-10-08,117.14700317382812,117.31442112882904,116.72406174992322,117.12937669302131,99300,99768.3148627456,33256.104954248534
2020-10-09,116.38040924072266,116.6271261703844,116.28348377227954,116.50376770555351,107800,108265.79478688895,36088.59826229631
2020-10-12,116.13370513916016,116.50378057453118,115.97509369824928,116.3099296162322,144400,144864.92250902817,48288.30750300939
